book_id,book_name,author,rating,review_count,price,description,listening_time_raw,listening_minutes,genres,primary_genre,genre_count,weighted_rating,search_text,source,title_key,author_key
1887,The Autobiography of George Müller,George Müller,4.8,484.0,937.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.611999137487903,"The Autobiography of George Müller George Müller Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,the autobiography of george müller,george müller
1888,The Gita for Children,Roopa Pai,4.5,484.0,668.0,"It's one of the oldest books in the world and India's biggest blockbuster best seller! But isn't it meant only for religious old people? But isn't it very long? And, erm, super difficult to read? And isn't the stuff it talks about way too complex for regular folks to understand?",7 hours and 50 minutes,470.0,Hinduism for Children | Children's Religion | Children's Literature & Fiction,Hinduism for Children,3,4.4764249077960265,"The Gita for Children Roopa Pai Hinduism for Children Children's Religion Children's Literature & Fiction It's one of the oldest books in the world and India's biggest blockbuster best seller! But isn't it meant only for religious old people? But isn't it very long? And, erm, super difficult to read? And isn't the stuff it talks about way too complex for regular folks to understand?",both datasets,the gita for children,roopa pai
1889,The Supernatural Ways of Royalty: Discovering Your Rights and Privileges of Being a Son or Daughter of God,Bill Johnson,4.8,483.0,668.0,,,,,,0,4.611823435747237,The Supernatural Ways of Royalty: Discovering Your Rights and Privileges of Being a Son or Daughter of God Bill Johnson,catalog only,the supernatural ways of royalty discovering your rights and privileges of being a son or daughter of god,bill johnson
1890,Rise of Kali: Duryodhana's Mahabharata,Anand Neelakantan,4.5,483.0,1003.0,,,,,,0,4.4764028749995735,Rise of Kali: Duryodhana's Mahabharata Anand Neelakantan,catalog only,rise of kali duryodhana s mahabharata,anand neelakantan
1891,"Memory Rescue: Supercharge Your Brain, Reverse Memory Loss, and Remember What Matters Most",M.D. Daniel G. Amen,4.4,483.0,938.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.431262688083686,"Memory Rescue: Supercharge Your Brain, Reverse Memory Loss, and Remember What Matters Most M.D. Daniel G. Amen Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",both datasets,memory rescue supercharge your brain reverse memory loss and remember what matters most,m d daniel g amen
1892,Maximum Achievement: Strategies and Skills That Will Unlock Your Hidden Powers to Succeed,Brian Tracy,4.6,482.0,703.0,"Brian Tracy, the world's leading authority on success and personal achievement, gives you his proven principles and step-by-step tips for raising your self-esteem and improving your life. This audiobook is based on his seminar program that has dramatically improved the income and lives of over one million graduates. It is based on proven principles drawn from psychology, religion, philosophy, business, economics, politics, history, and metaphysics. These ideas are combined in a fast-moving, informative series of steps that will lead you to greater success than you ever imagined possible.",13 hours and 25 minutes,805.0,Business Motivation & Self-Improvement | Entrepreneurship (Audible Audiobooks & Originals) | Leadership,Business Motivation & Self-Improvement,3,4.521469669082828,"Maximum Achievement: Strategies and Skills That Will Unlock Your Hidden Powers to Succeed Brian Tracy Business Motivation & Self-Improvement Entrepreneurship (Audible Audiobooks & Originals) Leadership Brian Tracy, the world's leading authority on success and personal achievement, gives you his proven principles and step-by-step tips for raising your self-esteem and improving your life. This audiobook is based on his seminar program that has dramatically improved the income and lives of over one million graduates. It is based on proven principles drawn from psychology, religion, philosophy, business, economics, politics, history, and metaphysics. These ideas are combined in a fast-moving, informative series of steps that will lead you to greater success than you ever imagined possible.",advanced only,maximum achievement strategies and skills that will unlock your hidden powers to succeed,brian tracy
1893,Security Analysis: Sixth Edition: Foreword by Warren Buffett,Benjamin Graham,4.5,482.0,1003.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.476380800981799,"Security Analysis: Sixth Edition: Foreword by Warren Buffett Benjamin Graham Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,security analysis sixth edition foreword by warren buffett,benjamin graham
1894,Nirmala (Hindi Edition),Munshi Premchand,4.4,482.0,836.0,"A young girl was forced to marry a widower of her father's age, who has three sons from his former wife. The plot unfolds to reveal her husband’s suspicion of a relationship between her and his eldest stepson, a suspicion that leads to the death of many family members and destroys the family.",5 hours and 51 minutes,351.0,Classic Literature | Classic Fiction,Classic Literature,2,4.431291932880771,"Nirmala (Hindi Edition) Munshi Premchand Classic Literature Classic Fiction A young girl was forced to marry a widower of her father's age, who has three sons from his former wife. The plot unfolds to reveal her husband’s suspicion of a relationship between her and his eldest stepson, a suspicion that leads to the death of many family members and destroys the family.",both datasets,nirmala hindi edition,munshi premchand
1895,"Preventive Medicine: The Rational Male, Book 2",Rollo Tomassi,4.8,481.0,668.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.611471045177475,"Preventive Medicine: The Rational Male, Book 2 Rollo Tomassi Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",both datasets,preventive medicine the rational male book 2,rollo tomassi
1896,What the Buddha Taught,Walpola Sri Rahula,4.6,481.0,634.0,"Long regarded as one of the best introductions to Buddhism, What the Buddha Taught draws on the actual words spoken by the Buddha to give a lucid and accurate account of the fundamental principles of Buddhist doctrine. Richly supported by extracts from the ancient texts, Walpola Rahula gives clear and direct explanations of Buddhism's essential teachings including:",6 hours and 20 minutes,380.0,Buddhism (Audible Audiobooks & Originals) | Judaism | Buddhism,Buddhism (Audible Audiobooks & Originals),3,4.5213961388104345,"What the Buddha Taught Walpola Sri Rahula Buddhism (Audible Audiobooks & Originals) Judaism Buddhism Long regarded as one of the best introductions to Buddhism, What the Buddha Taught draws on the actual words spoken by the Buddha to give a lucid and accurate account of the fundamental principles of Buddhist doctrine. Richly supported by extracts from the ancient texts, Walpola Rahula gives clear and direct explanations of Buddhism's essential teachings including:",both datasets,what the buddha taught,walpola sri rahula
1897,Don Quixote: Penguin Classics,Miguel Cervantes,4.5,481.0,1093.0,Brought to you by Penguin.,39 hours and 17 minutes,2357.0,Classic Literature | Classic Fiction,Classic Literature,2,4.476358685626913,Don Quixote: Penguin Classics Miguel Cervantes Classic Literature Classic Fiction Brought to you by Penguin.,advanced only,don quixote penguin classics,miguel cervantes
1898,Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,4.5,481.0,323.0,"Solve for Happy is a startlingly original book about creating and maintaining happiness, written by a top Google executive with an engineer's training and fondness for thoroughly analyzing a problem.",11 hours and 12 minutes,672.0,Logic & Language Philosophy | Grief & Loss | Psychology (Audible Audiobooks & Originals),Logic & Language Philosophy,3,4.476358685626913,"Solve for Happy: Engineer Your Path to Joy Mo Gawdat Logic & Language Philosophy Grief & Loss Psychology (Audible Audiobooks & Originals) Solve for Happy is a startlingly original book about creating and maintaining happiness, written by a top Google executive with an engineer's training and fondness for thoroughly analyzing a problem.",both datasets,solve for happy engineer your path to joy,mo gawdat
